star,xslid,simbad,filename,ra,dec,teff,e_teff,logg,e_logg,feh,e_feh,comment
2MASS J18352834-3444085,X0151,2MASS J18352834-3444085,xsl_spectrum_X0151_merged.fits,278.868125,-34.7356944,4879.0,52.0,1.5399999618530273,0.15000000596046448,-1.5499999523162842,0.07000000029802322,
2MASS J18352834-3444085,X0171,2MASS J18352834-3444085,xsl_spectrum_X0171_merged.fits,278.868125,-34.7356944,4879.0,52.0,1.5399999618530273,0.15000000596046448,-1.5499999523162842,0.07000000029802322,
2MASS J18355679-3434481,X0137,2MASS J18355679-3434481,xsl_spectrum_X0137_merged.fits,278.986625,-34.5800278,4287.0,32.0,1.8600000143051147,0.15000000596046448,-0.8299999833106995,0.05999999865889549,
HD 171496,X0715,HD 171496,xsl_spectrum_X0715_merged.fits,279.0312083,-24.4364722,4924.0,35.0,2.1500000953674316,0.14000000059604645,-0.7599999904632568,0.05999999865889549,
HD 171496,X0716,HD 171496,xsl_spectrum_X0716_merged.fits,279.0312083,-24.4364722,4924.0,35.0,2.1500000953674316,0.14000000059604645,-0.7599999904632568,0.05999999865889549,
HD 171496,X0717,HD 171496,xsl_spectrum_X0717_merged.fits,279.0312083,-24.4364722,4924.0,35.0,2.1500000953674316,0.14000000059604645,-0.7599999904632568,0.05999999865889549,
HD 172230,X0161,HD 172230,xsl_spectrum_X0161_merged.fits,279.7289583,6.2707778,7610.0,151.0,3.440000057220459,0.20999999344348907,0.5600000023841858,0.07000000029802322,
HD 172365,X0680,HD 172365,xsl_spectrum_X0680_merged.fits,279.9036667,5.2642778,5989.0,60.0,1.2999999523162842,0.14000000059604645,0.11999999731779099,0.05999999865889549,
HD 172472,X0471,HD 172472,xsl_spectrum_X0471_merged.fits,280.0178333,7.7628889,4931.0,35.0,1.690000057220459,0.14000000059604645,-0.05000000074505806,0.05000000074505806,
HD 172522,X0655,HD 172522,xsl_spectrum_X0655_merged.fits,280.0942083,8.8684444,8752.0,175.0,3.309999942779541,0.20999999344348907,0.05999999865889549,0.07000000029802322,
HD 172506,X0654,HD 172506,xsl_spectrum_X0654_merged.fits,280.1304167,2.6844444,7096.0,140.0,4.019999980926514,0.20999999344348907,-0.019999999552965164,0.07000000029802322,
HD 172488,X0653,HD 172488,xsl_spectrum_X0653_merged.fits,280.2002083,-8.7187778,19890.0,543.0,3.069999933242798,0.23999999463558197,0.009999999776482582,0.07999999821186066,Possibly He-rich
HD 173073,X0657,HD 173073,xsl_spectrum_X0657_merged.fits,280.860125,3.7856944,8400.0,167.0,3.450000047683716,0.20999999344348907,-0.25999999046325684,0.09000000357627869,
HD 173158,X0162,HD 173158,xsl_spectrum_X0162_merged.fits,280.93875,5.7373889,5268.0,73.0,0.949999988079071,0.1899999976158142,0.2199999988079071,0.10999999940395355,
HD 173369,X0472,HD 173369,xsl_spectrum_X0472_merged.fits,281.15575,7.9776111,8052.0,160.0,3.4600000381469727,0.20999999344348907,0.36000001430511475,0.07000000029802322,
V874 Aql,X0478,V874 Aql,xsl_spectrum_X0478_merged_ncl.fits,281.4211667,9.6440556,3323.0,54.0,0.33000001311302185,0.1899999976158142,0.18000000715255737,0.14000000059604645,O-rich LPV (not C-star as was stated in Nassau and Blanco 1957)
V874 Aql,X0675,V874 Aql,xsl_spectrum_X0675_merged.fits,281.4211667,9.6440556,3323.0,54.0,0.33000001311302185,0.1899999976158142,0.18000000715255737,0.14000000059604645,O-rich LPV (not C-star as was stated in Nassau and Blanco 1957)
HD 173669,X0656,HD 173669,xsl_spectrum_X0656_merged.fits,281.5818333,5.1531111,8841.0,176.0,4.059999942779541,0.20999999344348907,-0.23000000417232513,0.09000000357627869,
G021-024,X0663,G021-024,xsl_spectrum_X0663_merged.fits,281.8635417,-3.6398333,4088.0,43.0,4.619999885559082,0.14000000059604645,-0.20000000298023224,0.05000000074505806,
BH Tel,X0672,BH Tel,xsl_spectrum_X0672_merged.fits,282.382125,-49.9081667,3360.0,34.0,1.0499999523162842,0.14000000059604645,-0.44999998807907104,0.09000000357627869,
HD 174240,X0163,HD 174240,xsl_spectrum_X0163_merged.fits,282.4049583,0.8361944,9262.0,189.0,3.6500000953674316,0.20999999344348907,-0.4000000059604645,0.09000000357627869,
HD 174350,X0658,HD 174350,xsl_spectrum_X0658_merged.fits,282.460125,6.8636389,4781.0,33.0,2.359999895095825,0.14000000059604645,-0.009999999776482582,0.05000000074505806,
HD 174512,X0662,HD 174512,xsl_spectrum_X0662_merged.fits,282.78325,-6.2791667,6743.0,86.0,2.990000009536743,0.20999999344348907,-0.1599999964237213,0.07000000029802322,
HD 174866,X0645,HD 174866,xsl_spectrum_X0645_merged.fits,283.2575417,-9.5755,7971.0,158.0,3.930000066757202,0.20999999344348907,0.03999999910593033,0.07000000029802322,
HD 174966,X0164,HD 174966,xsl_spectrum_X0164_merged.fits,283.282625,1.7554444,7699.0,153.0,3.9100000858306885,0.20999999344348907,0.10000000149011612,0.07000000029802322,
HD 174966,X0220,HD 174966,xsl_spectrum_X0220_merged.fits,283.282625,1.7554444,7699.0,153.0,3.9100000858306885,0.20999999344348907,0.10000000149011612,0.07000000029802322,
HD 174966,X0283,HD 174966,xsl_spectrum_X0283_merged.fits,283.282625,1.7554444,7699.0,153.0,3.9100000858306885,0.20999999344348907,0.10000000149011612,0.07000000029802322,
HD 175058,X0646,HD 175058,xsl_spectrum_X0646_merged.fits,283.483125,-9.3703056,7862.0,156.0,3.009999990463257,0.20999999344348907,-0.27000001072883606,0.09000000357627869,
HD 175181,X0664,HD 175181,xsl_spectrum_X0664_merged.fits,283.6164583,-5.9576111,5026.0,43.0,2.5399999618530273,0.14000000059604645,-0.07999999821186066,0.05999999865889549,
HD 175376,X0667,HD 175376,xsl_spectrum_X0667_merged.fits,283.84025,-5.1409722,4289.0,29.0,2.5899999141693115,0.14000000059604645,0.33000001311302185,0.05000000074505806,
HD 175545,X0165,HD 175545,xsl_spectrum_X0165_merged.fits,283.964375,-0.7394722,4454.0,31.0,2.880000114440918,0.14000000059604645,0.07999999821186066,0.05000000074505806,
HD 175640,X0221,HD 175640,xsl_spectrum_X0221_merged.fits,284.0944167,-1.7998611,12438.0,338.0,3.990000009536743,0.23999999463558197,0.23999999463558197,0.07999999821186066,K-band continuum wavy
HD 175640,X0294,HD 175640,xsl_spectrum_X0294_merged.fits,284.0944167,-1.7998611,12438.0,338.0,3.990000009536743,0.23999999463558197,0.23999999463558197,0.07999999821186066,
HD 175805,X0222,HD 175805,xsl_spectrum_X0222_merged.fits,284.2419583,2.4616667,6253.0,98.0,3.9600000381469727,0.14000000059604645,0.25999999046325684,0.05999999865889549,
HD 175805,X0295,HD 175805,xsl_spectrum_X0295_merged.fits,284.2419583,2.4616667,6253.0,98.0,3.9600000381469727,0.14000000059604645,0.25999999046325684,0.05999999865889549,
HD 175892,X0666,HD 175892,xsl_spectrum_X0666_merged.fits,284.6034583,-22.5294722,9014.0,180.0,4.480000019073486,0.20999999344348907,-0.20000000298023224,0.09000000357627869,
HD 176301,X0676,HD 176301,xsl_spectrum_X0676_merged.fits,284.68775,19.7943889,14552.0,394.0,3.7699999809265137,0.23999999463558197,0.25999999046325684,0.07999999821186066,
HD 176698,X0473,HD 176698,xsl_spectrum_X0473_merged.fits,285.3622083,1.2885556,4977.0,35.0,2.740000009536743,0.14000000059604645,0.07999999821186066,0.05000000074505806,
HD 176851,X0451,HD 176851,xsl_spectrum_X0451_merged.fits,285.6007083,-5.5466944,6834.0,135.0,3.700000047683716,0.20999999344348907,0.41999998688697815,0.07000000029802322,
HD 178287,X0474,HD 178287,xsl_spectrum_X0474_merged.fits,287.0865417,-7.4377222,5857.0,60.0,1.0700000524520874,0.14000000059604645,0.18000000715255737,0.05999999865889549,
HD 179315,X0452,HD 179315,xsl_spectrum_X0452_merged.fits,287.9965417,4.3548333,5940.0,60.0,1.1699999570846558,0.14000000059604645,0.25,0.05999999865889549,
HD 179870,X0207,HD 179870,xsl_spectrum_X0207_merged.fits,288.4732917,9.0332222,4846.0,34.0,2.130000114440918,0.14000000059604645,0.09000000357627869,0.05000000074505806,
HD 179870,X0272,HD 179870,xsl_spectrum_X0272_merged.fits,288.4732917,9.0332222,4846.0,34.0,2.130000114440918,0.14000000059604645,0.09000000357627869,0.05000000074505806,
HD 179821,X0208,HD 179821,xsl_spectrum_X0208_merged_ncge.fits,288.4942083,0.1255278,7231.0,149.0,0.41999998688697815,0.28999999165534973,0.4399999976158142,0.14000000059604645,K-band continuum wavy
HD 179821,X0302,HD 179821,xsl_spectrum_X0302_merged_ncge.fits,288.4942083,0.1255278,7231.0,149.0,0.41999998688697815,0.28999999165534973,0.4399999976158142,0.14000000059604645,
HD 180086,X0475,HD 180086,xsl_spectrum_X0475_merged.fits,288.842875,-6.04975,7123.0,141.0,3.8299999237060547,0.20999999344348907,0.10000000149011612,0.07000000029802322,
GJ 752B,X0209,GJ 752B,xsl_spectrum_X0209_merged.fits,289.2400417,5.1504167,nan,nan,nan,nan,nan,nan,
HD 183085,X0476,HD 183085,xsl_spectrum_X0476_merged.fits,291.9212083,4.7096944,7004.0,139.0,3.8499999046325684,0.20999999344348907,-0.09000000357627869,0.07000000029802322,
CD-24 15398,X0421,CD-24 15398,xsl_spectrum_X0421_merged.fits,293.0865833,-23.8535278,8000.0,148.0,2.8399999141693115,0.20999999344348907,-1.3200000524520874,0.10000000149011612,
HD 184266,X0477,HD 184266,xsl_spectrum_X0477_merged.fits,293.564125,-16.3167222,5935.0,134.0,3.1500000953674316,0.14000000059604645,-1.1299999952316284,0.09000000357627869,
HD 184571,X0679,HD 184571,xsl_spectrum_X0679_merged.fits,293.7575417,4.3113333,6465.0,101.0,4.059999942779541,0.14000000059604645,-0.029999999329447746,0.05999999865889549,
HD 185094,X0668,HD 185094,xsl_spectrum_X0668_merged.fits,294.4321667,-5.0617778,7023.0,139.0,4.130000114440918,0.20999999344348907,0.09000000357627869,0.07000000029802322,
HD 232078,X0210,HD 232078,xsl_spectrum_X0210_merged.fits,294.5502917,16.8071111,4001.0,63.0,0.6299999952316284,0.1899999976158142,-1.6100000143051147,0.14000000059604645,
HD 232078,X0273,HD 232078,xsl_spectrum_X0273_merged.fits,294.5502917,16.8071111,4001.0,63.0,0.6299999952316284,0.1899999976158142,-1.6100000143051147,0.14000000059604645,
HIP 96710,X0665,HIP 96710,xsl_spectrum_X0665_merged.fits,294.9007083,-26.7519444,3665.0,58.0,4.739999771118164,0.14000000059604645,-0.05999999865889549,0.07000000029802322,
HD 186478,X0670,HD 186478,xsl_spectrum_X0670_merged.fits,296.3089167,-17.4908333,4716.0,48.0,1.5700000524520874,0.15000000596046448,-2.309999942779541,0.07000000029802322,
HD 187111,X0669,HD 187111,xsl_spectrum_X0669_merged.fits,297.164875,-12.1221389,4458.0,44.0,1.1200000047683716,0.14000000059604645,-1.6699999570846558,0.07000000029802322,
Y Sge,X0761,Y Sge,xsl_spectrum_X0761_merged.fits,298.378625,18.2413333,3057.0,50.0,0.3700000047683716,0.1899999976158142,-0.25,0.17000000178813934,
NGC 6838 1078,X0494,NGC 6838 1078,xsl_spectrum_X0494_merged.fits,298.4049167,18.7889444,4298.0,29.0,2.0199999809265137,0.14000000059604645,-0.17000000178813934,0.05000000074505806,
NGC 6838 1078,X0748,NGC 6838 1078,xsl_spectrum_X0748_merged.fits,298.4049167,18.7889444,4298.0,29.0,2.0199999809265137,0.14000000059604645,-0.17000000178813934,0.05000000074505806,
CL* NGC 6838 AH A9,X0407,CL* NGC 6838 AH A9,xsl_spectrum_X0407_merged.fits,298.406125,18.7498889,4137.0,28.0,1.5399999618530273,0.14000000059604645,-0.9200000166893005,0.05999999865889549,
CL* NGC 6838 AH A9,X0702,CL* NGC 6838 AH A9,xsl_spectrum_X0702_merged.fits,298.406125,18.7498889,4137.0,28.0,1.5399999618530273,0.14000000059604645,-0.9200000166893005,0.05999999865889549,
NGC 6838 1077,X0493,NGC 6838 1077,xsl_spectrum_X0493_merged.fits,298.4065417,18.7912778,3940.0,33.0,1.4700000286102295,0.14000000059604645,-0.8199999928474426,0.09000000357627869,
NGC 6838 1077,X0746,NGC 6838 1077,xsl_spectrum_X0746_merged.fits,298.4065417,18.7912778,3940.0,33.0,1.4700000286102295,0.14000000059604645,-0.8199999928474426,0.09000000357627869,
NGC 6838 1075,X0741,NGC 6838 1075,xsl_spectrum_X0741_merged.fits,298.4232083,18.7952778,4773.0,39.0,2.4800000190734863,0.15000000596046448,-0.8399999737739563,0.05999999865889549,
NGC 6838 1075,X0742,NGC 6838 1075,xsl_spectrum_X0742_merged_scl.fits,298.4232083,18.7952778,4773.0,39.0,2.4800000190734863,0.15000000596046448,-0.8399999737739563,0.05999999865889549,
NGC 6838 1073,X0735,NGC 6838 1073,xsl_spectrum_X0735_merged.fits,298.42725,18.7856389,4729.0,36.0,2.309999942779541,0.15000000596046448,-0.8799999952316284,0.05999999865889549,
NGC 6838 1073,X0762,NGC 6838 1073,xsl_spectrum_X0762_merged_scl.fits,298.42725,18.7856389,4729.0,36.0,2.309999942779541,0.15000000596046448,-0.8799999952316284,0.05999999865889549,
NGC 6838 1071,X0734,NGC 6838 1071,xsl_spectrum_X0734_merged.fits,298.4322083,18.7926667,4326.0,30.0,1.7899999618530273,0.14000000059604645,-0.8999999761581421,0.05999999865889549,
NGC 6838 1066,X0718,NGC 6838 1066,xsl_spectrum_X0718_merged.fits,298.4385417,18.7820556,4197.0,35.0,1.6299999952316284,0.1599999964237213,-0.8899999856948853,0.07000000029802322,
NGC 6838 1066,X0719,NGC 6838 1066,xsl_spectrum_X0719_merged.fits,298.4385417,18.7820556,4197.0,35.0,1.6299999952316284,0.1599999964237213,-0.8899999856948853,0.07000000029802322,
NGC 6838 1066,X0720,NGC 6838 1066,xsl_spectrum_X0720_merged.fits,298.4385417,18.7820556,4197.0,35.0,1.6299999952316284,0.1599999964237213,-0.8899999856948853,0.07000000029802322,
HD 188262,X0211,HD 188262,xsl_spectrum_X0211_merged.fits,298.441375,16.7780833,5878.0,92.0,3.200000047683716,0.14000000059604645,0.2199999988079071,0.05999999865889549,
HD 188262,X0268,HD 188262,xsl_spectrum_X0268_merged.fits,298.441375,16.7780833,5878.0,92.0,3.200000047683716,0.14000000059604645,0.2199999988079071,0.05999999865889549,
NGC 6838 1063,X0713,NGC 6838 1063,xsl_spectrum_X0713_merged.fits,298.4440417,18.7956111,4582.0,36.0,1.6100000143051147,0.15000000596046448,-0.8899999856948853,0.05999999865889549,
NGC 6838 1063,X0714,NGC 6838 1063,xsl_spectrum_X0714_merged.fits,298.4440417,18.7956111,4582.0,36.0,1.6100000143051147,0.15000000596046448,-0.8899999856948853,0.05999999865889549,
NGC 6838 1037,X0491,NGC 6838 1037,xsl_spectrum_X0491_merged.fits,298.4500833,18.7857222,4501.0,32.0,1.9800000190734863,0.14000000059604645,-0.8999999761581421,0.05999999865889549,
NGC 6838 1037,X0704,NGC 6838 1037,xsl_spectrum_X0704_merged.fits,298.4500833,18.7857222,4501.0,32.0,1.9800000190734863,0.14000000059604645,-0.8999999761581421,0.05999999865889549,
NGC 6838 1037,X0705,NGC 6838 1037,xsl_spectrum_X0705_merged.fits,298.4500833,18.7857222,4501.0,32.0,1.9800000190734863,0.14000000059604645,-0.8999999761581421,0.05999999865889549,
NGC 6838 1039,X0389,NGC 6838 1039,xsl_spectrum_X0389_merged.fits,298.4530833,18.7881667,4996.0,39.0,2.130000114440918,0.15000000596046448,-0.9399999976158142,0.05999999865889549,
NGC 6838 1039,X0706,NGC 6838 1039,xsl_spectrum_X0706_merged_scl.fits,298.4530833,18.7881667,4996.0,39.0,2.130000114440918,0.15000000596046448,-0.9399999976158142,0.05999999865889549,
NGC 6838 1009,X0703,NGC 6838 1009,xsl_spectrum_X0703_merged.fits,298.454375,18.76675,4520.0,31.0,1.4800000190734863,0.14000000059604645,-0.8799999952316284,0.05999999865889549,
NGC 6838 1053,X0712,NGC 6838 1053,xsl_spectrum_X0712_merged.fits,298.461,18.81875,4167.0,29.0,1.5499999523162842,0.14000000059604645,-0.8600000143051147,0.05999999865889549,
CL* NGC 6838 AH A2,X0408,CL* NGC 6838 AH A2,xsl_spectrum_X0408_merged.fits,298.4757917,18.7590833,4697.0,40.0,2.430000066757202,0.15000000596046448,-0.800000011920929,0.05999999865889549,
CL* NGC 6838 AH A2,X0681,CL* NGC 6838 AH A2,xsl_spectrum_X0681_merged.fits,298.4757917,18.7590833,4697.0,40.0,2.430000066757202,0.15000000596046448,-0.800000011920929,0.05999999865889549,
CL* NGC 6838 AH A2,X0701,CL* NGC 6838 AH A2,xsl_spectrum_X0701_merged_scl.fits,298.4757917,18.7590833,4697.0,40.0,2.430000066757202,0.15000000596046448,-0.800000011920929,0.05999999865889549,
HD 188510,X0697,HD 188510,xsl_spectrum_X0697_merged.fits,298.7903333,10.7409444,5531.0,124.0,4.289999961853027,0.14000000059604645,-1.5700000524520874,0.09000000357627869,
HD 189511,X0482,HD 189511,xsl_spectrum_X0482_merged.fits,300.091875,1.6981944,4962.0,34.0,1.8200000524520874,0.14000000059604645,-0.03999999910593033,0.05000000074505806,
HD 190073,X0214,HD 190073,xsl_spectrum_X0214_merged.fits,300.7604583,5.7379444,8065.0,151.0,2.8499999046325684,0.2199999988079071,-1.809999942779541,0.10999999940395355,"Herbig Ae/Be star, numerous emission lines, continuum contribution from cool component in the NIR arm; K-band continuum wavy (prefer X0248)"
HD 190073,X0248,HD 190073,xsl_spectrum_X0248_merged.fits,300.7604583,5.7379444,8065.0,151.0,2.8499999046325684,0.2199999988079071,-1.809999942779541,0.10999999940395355,"Herbig Ae/Be star, numerous emission lines, continuum contribution from cool component in the NIR arm"
HD 190404,X0212,HD 190404,xsl_spectrum_X0212_merged.fits,300.9672083,23.3406667,4983.0,52.0,4.650000095367432,0.14000000059604645,-0.6700000166893005,0.05999999865889549,
HD 190404,X0249,HD 190404,xsl_spectrum_X0249_merged.fits,300.9672083,23.3406667,4983.0,52.0,4.650000095367432,0.14000000059604645,-0.6700000166893005,0.05999999865889549,
HD 190404,X0490,HD 190404,xsl_spectrum_X0490_merged.fits,300.9672083,23.3406667,4983.0,52.0,4.650000095367432,0.14000000059604645,-0.6700000166893005,0.05999999865889549,
HD 190390,X0432,HD 190390,xsl_spectrum_X0432_merged.fits,301.2725417,-11.5994167,6192.0,90.0,1.4900000095367432,0.14000000059604645,-1.1200000047683716,0.07999999821186066,
G024-003,X0480,G024-003,xsl_spectrum_X0480_merged.fits,301.4346667,4.048,6062.0,137.0,4.170000076293945,0.14000000059604645,-1.5399999618530273,0.09000000357627869,
HD 345957,X0213,HD 345957,xsl_spectrum_X0213_merged.fits,302.7006667,23.9651389,5878.0,133.0,3.880000114440918,0.14000000059604645,-1.399999976158142,0.09000000357627869,
HD 191709,X0671,HD 191709,xsl_spectrum_X0671_merged.fits,302.8285833,-0.1264444,6672.0,132.0,3.890000104904175,0.20999999344348907,0.27000001072883606,0.07000000029802322,
HIP 100047,X0736,HIP 100047,xsl_spectrum_X0736_merged.fits,304.46825,-17.2858333,3848.0,50.0,4.619999885559082,0.14000000059604645,-0.11999999731779099,0.07000000029802322,
HIP 100047,X0763,HIP 100047,xsl_spectrum_X0763_merged.fits,304.46825,-17.2858333,3848.0,50.0,4.619999885559082,0.14000000059604645,-0.11999999731779099,0.07000000029802322,
HD 193225,X0483,HD 193225,xsl_spectrum_X0483_merged.fits,304.7529167,2.2333889,7318.0,145.0,4.0,0.20999999344348907,0.09000000357627869,0.07000000029802322,
HD 193326,X0484,HD 193326,xsl_spectrum_X0484_merged.fits,304.9149167,1.9934167,5127.0,44.0,2.799999952316284,0.14000000059604645,-0.25999999046325684,0.07000000029802322,
HD 193281,X0194,HD 193281,xsl_spectrum_X0194_merged_scl.fits,305.1161667,-29.1971944,8634.0,172.0,4.130000114440918,0.20999999344348907,-0.36000001430511475,0.09000000357627869,
HD 193281,X0267,HD 193281,xsl_spectrum_X0267_merged.fits,305.1161667,-29.1971944,8634.0,172.0,4.130000114440918,0.20999999344348907,-0.36000001430511475,0.09000000357627869,
V335 Aql,X0487,V335 Aql,xsl_spectrum_X0487_merged.fits,305.3240833,1.3219167,3430.0,35.0,1.2699999809265137,0.14000000059604645,-0.6100000143051147,0.09000000357627869,
HD 193896,X0195,HD 193896,xsl_spectrum_X0195_merged.fits,305.7532917,-9.6546944,5206.0,44.0,2.549999952316284,0.14000000059604645,-0.07000000029802322,0.05999999865889549,
HD 193896,X0297,HD 193896,xsl_spectrum_X0297_merged.fits,305.7532917,-9.6546944,5206.0,44.0,2.549999952316284,0.14000000059604645,-0.07000000029802322,0.05999999865889549,
HD 194453,X0196,HD 194453,xsl_spectrum_X0196_merged.fits,306.3559583,6.6418056,10489.0,284.0,3.799999952316284,0.23999999463558197,-0.019999999552965164,0.07999999821186066,K-band continuum wavy
HD 194453,X0288,HD 194453,xsl_spectrum_X0288_merged.fits,306.3559583,6.6418056,10489.0,284.0,3.799999952316284,0.23999999463558197,-0.019999999552965164,0.07999999821186066,
HD 195729,X0695,HD 195729,xsl_spectrum_X0695_merged.fits,308.2370417,2.4274722,8143.0,161.0,3.5999999046325684,0.20999999344348907,0.07999999821186066,0.07000000029802322,
HD 196125,X0673,HD 196125,xsl_spectrum_X0673_merged.fits,308.86225,-2.0515278,7246.0,143.0,3.890000104904175,0.20999999344348907,0.019999999552965164,0.07000000029802322,
HD 196218,X0696,HD 196218,xsl_spectrum_X0696_merged.fits,308.928625,3.3029167,6200.0,97.0,4.150000095367432,0.14000000059604645,-0.15000000596046448,0.05999999865889549,
HD 196426,X0199,HD 196426,xsl_spectrum_X0199_merged.fits,309.3265833,0.0969444,13265.0,359.0,3.869999885559082,0.23999999463558197,0.23000000417232513,0.07999999821186066,
HD 196426,X0289,HD 196426,xsl_spectrum_X0289_merged.fits,309.3265833,0.0969444,13265.0,359.0,3.869999885559082,0.23999999463558197,0.23000000417232513,0.07999999821186066,
HD 196892,X0200,HD 196892,xsl_spectrum_X0200_merged.fits,310.20575,-18.7925556,6007.0,135.0,4.079999923706055,0.14000000059604645,-1.0199999809265137,0.09000000357627869,
HD 196892,X0290,HD 196892,xsl_spectrum_X0290_merged.fits,310.20575,-18.7925556,6007.0,135.0,4.079999923706055,0.14000000059604645,-1.0199999809265137,0.09000000357627869,
CD-30 18140,X0682,CD-30 18140,xsl_spectrum_X0682_merged.fits,311.0262083,-30.0021111,6189.0,139.0,4.090000152587891,0.14000000059604645,-1.8600000143051147,0.09000000357627869,
BPS CS 30336-049,X0699,BPS CS 30336-049,xsl_spectrum_X0699_merged.fits,311.3480417,-28.7099722,5933.0,138.0,3.809999942779541,0.15000000596046448,-2.430000066757202,0.09000000357627869,
HD 198140,X0479,HD 198140,xsl_spectrum_X0479_merged_ncge.fits,312.2368333,-19.0191667,nan,nan,nan,nan,nan,nan,
HD 198140,X0738,HD 198140,xsl_spectrum_X0738_merged_ncge.fits,312.2368333,-19.0191667,nan,nan,nan,nan,nan,nan,
HD 198140,X0764,HD 198140,xsl_spectrum_X0764_merged_ncge.fits,312.2368333,-19.0191667,nan,nan,nan,nan,nan,nan,
HIP 103039,X0737,HIP 103039,xsl_spectrum_X0737_merged.fits,313.1375833,-16.9747222,3239.0,52.0,5.0,0.14000000059604645,-0.25999999046325684,0.09000000357627869,
BD-14 5890,X0496,BD-14 5890,xsl_spectrum_X0496_merged.fits,314.0380833,-13.5215556,4941.0,50.0,2.1700000762939453,0.15000000596046448,-2.059999942779541,0.07000000029802322,
